names,scores,logfoldchanges,pvals,pvals_adj
FAM215A,0.013556221,18.36682,0.9891840319263961,1.0
LHFPL5,0.013556221,18.30437,0.9891840319263961,1.0
GSTM5,0.013556221,18.028175,0.9891840319263961,1.0
AC000032.2,0.013556221,17.843891,0.9891840319263961,1.0
RP11-433M22.2,0.013556221,19.2644,0.9891840319263961,1.0
CTD-2020K17.3,0.013556221,17.564203,0.9891840319263961,1.0
GFAP,0.013556221,18.878542,0.9891840319263961,1.0
C1orf234,0.013556221,18.234087,0.9891840319263961,1.0
SLIT1-AS1,0.013556221,18.502373,0.9891840319263961,1.0
CTD-2017F17.1,0.013556221,18.51983,0.9891840319263961,1.0
RP11-254F19.3,0.013556221,18.024275,0.9891840319263961,1.0
RP5-1160K1.6,0.013556221,18.596731,0.9891840319263961,1.0
LINC00471,0.013556221,18.162642,0.9891840319263961,1.0
UTAT33,0.013556221,18.778456,0.9891840319263961,1.0
SLC25A27,0.013556221,18.601223,0.9891840319263961,1.0
RP5-1092A11.5,0.013556221,18.641796,0.9891840319263961,1.0
RP11-23F23.2,0.013556221,17.555414,0.9891840319263961,1.0
RRM1-AS1,0.013556221,18.099651,0.9891840319263961,1.0
RP11-513G11.3,0.013556221,17.881319,0.9891840319263961,1.0
RP11-692C24.1,0.013556221,18.29603,0.9891840319263961,1.0
LINC00578,0.013556221,17.483473,0.9891840319263961,1.0
GPR88,0.013556221,18.63958,0.9891840319263961,1.0
AC009095.4,0.013556221,18.443266,0.9891840319263961,1.0
BTBD18,0.013556221,18.671614,0.9891840319263961,1.0
RP11-800A3.7,0.013556221,18.104683,0.9891840319263961,1.0
RP11-85B7.4,0.013556221,18.973751,0.9891840319263961,1.0
RP11-778D9.12,0.013556221,18.45489,0.9891840319263961,1.0
RP11-778D9.13,0.013556221,18.251823,0.9891840319263961,1.0
RP11-659P15.1,0.013556221,18.553198,0.9891840319263961,1.0
NAALADL2-AS2,0.013556221,17.56548,0.9891840319263961,1.0
AC079988.3,0.013556221,17.786728,0.9891840319263961,1.0
AP000439.2,0.013556221,18.022188,0.9891840319263961,1.0
RP11-565F19.3,0.013556221,17.434963,0.9891840319263961,1.0
RP11-166N6.2,0.013556221,19.118551,0.9891840319263961,1.0
PRG3,0.013556221,17.772675,0.9891840319263961,1.0
CALML6,0.013556221,19.22338,0.9891840319263961,1.0
PADI6,0.013556221,18.406986,0.9891840319263961,1.0
PLAC8L1,0.013556221,18.168245,0.9891840319263961,1.0
RP11-686G8.5,0.013556221,18.009611,0.9891840319263961,1.0
RP1-78B3.1,0.013556221,18.206104,0.9891840319263961,1.0
BVES,0.013556221,17.910019,0.9891840319263961,1.0
ZDHHC11,0.013556221,17.10554,0.9891840319263961,1.0
AC092652.1,0.013556221,19.12419,0.9891840319263961,1.0
AP001057.1,0.013556221,18.840706,0.9891840319263961,1.0
C2-AS1,0.013556221,18.426144,0.9891840319263961,1.0
XXbac-BPG181M17.6,0.013556221,17.935728,0.9891840319263961,1.0
RP11-231E6.1,0.013556221,18.780844,0.9891840319263961,1.0
RP11-483A20.3,0.013556221,18.312418,0.9891840319263961,1.0
RP11-802D6.1,0.013556221,18.352032,0.9891840319263961,1.0
CCDC113,0.013556221,18.261885,0.9891840319263961,1.0
GLB1L3,0.013556221,17.485228,0.9891840319263961,1.0
RP11-167N4.2,0.013556221,18.523817,0.9891840319263961,1.0
RP11-325N19.3,0.013556221,18.39639,0.9891840319263961,1.0
RP11-266K22.2,0.013556221,18.713182,0.9891840319263961,1.0
RP11-62C7.2,0.013556221,18.598526,0.9891840319263961,1.0
TLL1,0.013556221,18.48213,0.9891840319263961,1.0
RP11-265N7.2,0.013556221,17.954693,0.9891840319263961,1.0
HTR2C,0.013556221,17.683727,0.9891840319263961,1.0
EFCAB6,0.013556221,18.677387,0.9891840319263961,1.0
C15orf53,0.013556221,17.913332,0.9891840319263961,1.0
MEI4,0.013556221,18.706968,0.9891840319263961,1.0
LRCH2,0.013556221,18.23195,0.9891840319263961,1.0
B3GAT1,0.013556221,18.55514,0.9891840319263961,1.0
NRN1L,0.013556221,18.88293,0.9891840319263961,1.0
HOXD1,0.013556221,18.815685,0.9891840319263961,1.0
WASF3-AS1,0.013556221,18.238539,0.9891840319263961,1.0
RP4-633I8.4,0.013556221,18.871847,0.9891840319263961,1.0
ALOXE3,0.013556221,18.60325,0.9891840319263961,1.0
LINC01579,0.013556221,18.122902,0.9891840319263961,1.0
RP11-805J14.5,0.013556221,18.204979,0.9891840319263961,1.0
CCL1,0.013556221,18.369026,0.9891840319263961,1.0
FAM133A,0.013556221,18.780844,0.9891840319263961,1.0
RP11-32B5.8,0.013556221,16.782343,0.9891840319263961,1.0
ZNF385B,0.013556221,18.706968,0.9891840319263961,1.0
RP11-343H19.1,0.013556221,17.935728,0.9891840319263961,1.0
SFN,0.013556221,18.456673,0.9891840319263961,1.0
SPACA3,0.013556221,17.990093,0.9891840319263961,1.0
RP11-404H14.1,0.013556221,18.937162,0.9891840319263961,1.0
AC104076.3,0.013556221,18.927303,0.9891840319263961,1.0
LSAMP,0.013556221,19.0552,0.9891840319263961,1.0
RP11-505P4.7,0.013556221,18.5255,0.9891840319263961,1.0
RP11-130F10.1,0.013556221,17.785803,0.9891840319263961,1.0
LINC01580,0.013556221,18.457664,0.9891840319263961,1.0
RP11-542C16.2,0.013556221,18.661346,0.9891840319263961,1.0
CUX2,0.013556221,19.0458,0.9891840319263961,1.0
TMEM95,0.013556221,18.83202,0.9891840319263961,1.0
Z83844.1,0.013556221,17.858978,0.9891840319263961,1.0
POTEJ,0.013556221,18.106314,0.9891840319263961,1.0
GAS2L2,0.013556221,18.852308,0.9891840319263961,1.0
AC129492.1,0.013556221,17.410248,0.9891840319263961,1.0
RP11-599B13.7,0.013556221,19.24386,0.9891840319263961,1.0
RP11-166N6.3,0.013556221,19.312653,0.9891840319263961,1.0
RP11-466A19.1,0.013556221,17.200277,0.9891840319263961,1.0
CD200R1L,0.013556221,17.792997,0.9891840319263961,1.0
ESPNL,0.013556221,18.228014,0.9891840319263961,1.0
ZNF649-AS1,0.013556221,18.163261,0.9891840319263961,1.0
KLHL30,0.013556221,18.928837,0.9891840319263961,1.0
HMHB1,0.013556221,18.277302,0.9891840319263961,1.0
AL137860.1,0.013556221,18.713182,0.9891840319263961,1.0
AC112721.2,0.013556221,17.434963,0.9891840319263961,1.0
UNC45B,0.013556221,17.928478,0.9891840319263961,1.0
FBLL1,0.013556221,17.933653,0.9891840319263961,1.0
WT1,0.013556221,18.867504,0.9891840319263961,1.0
SGCD,0.013556221,18.257683,0.9891840319263961,1.0
LINC01099,0.013556221,18.62949,0.9891840319263961,1.0
NUTM2B,0.013556221,18.502373,0.9891840319263961,1.0
GOLGA6L6,0.013556221,18.009611,0.9891840319263961,1.0
AJ239322.1,0.013556221,18.822023,0.9891840319263961,1.0
ANKRD30BL,0.013556221,18.079582,0.9891840319263961,1.0
RP11-173D3.1,0.013556221,18.060686,0.9891840319263961,1.0
RP5-837J1.6,0.013556221,17.571081,0.9891840319263961,1.0
SENP3-EIF4A1,0.013556221,18.22409,0.9891840319263961,1.0
OSBPL6,0.013556221,17.877092,0.9891840319263961,1.0
RP11-225N10.1,0.013556221,18.397333,0.9891840319263961,1.0
RP11-1080G15.1,0.013556221,17.886059,0.9891840319263961,1.0
CTC-241F20.4,0.013556221,18.200327,0.9891840319263961,1.0
AC007750.5,0.013556221,17.428741,0.9891840319263961,1.0
RP11-3D4.2,0.013556221,18.727993,0.9891840319263961,1.0
CSRNP3,0.013556221,18.538412,0.9891840319263961,1.0
RP11-250B2.3,0.013556221,18.87388,0.9891840319263961,1.0
AC019186.1,0.013556221,18.297243,0.9891840319263961,1.0
HTR4,0.013556221,17.632648,0.9891840319263961,1.0
RP11-546J1.1,0.013556221,18.248323,0.9891840319263961,1.0
CTC-251D13.1,0.013556221,17.483473,0.9891840319263961,1.0
NPFF,0.013556221,18.243504,0.9891840319263961,1.0
AC093375.1,0.013556221,18.967983,0.9891840319263961,1.0
RPRM,0.013556221,18.443266,0.9891840319263961,1.0
ZBTB20-AS1,0.013556221,18.13895,0.9891840319263961,1.0
RP11-76I23.7,0.013556221,18.300367,0.9891840319263961,1.0
AC012322.1,0.013556221,17.39468,0.9891840319263961,1.0
RP5-1158E12.3,0.013556221,18.955917,0.9891840319263961,1.0
ZBTB20-AS4,0.013556221,18.918453,0.9891840319263961,1.0
SPC25,0.013556221,17.855923,0.9891840319263961,1.0
CTC-367J11.1,0.013556221,18.906372,0.9891840319263961,1.0
LINC01124,0.013556221,17.796726,0.9891840319263961,1.0
SCN7A,0.013556221,18.8844,0.9891840319263961,1.0
RP11-283C24.1,0.013556221,18.200327,0.9891840319263961,1.0
RP11-78O7.3,0.013556221,18.188536,0.9891840319263961,1.0
ADAMTS14,0.013556221,18.081182,0.9891840319263961,1.0
RP11-434D2.7,0.013556221,18.696363,0.9891840319263961,1.0
AC026150.8,0.013556221,18.87388,0.9891840319263961,1.0
CREB3L1,0.013556221,19.238264,0.9891840319263961,1.0
SULT2B1,0.013556221,17.326612,0.9891840319263961,1.0
RP3-382I10.7,0.013556221,18.561422,0.9891840319263961,1.0
C1orf158,0.013556221,18.159384,0.9891840319263961,1.0
RP11-618K13.2,0.013556221,18.26222,0.9891840319263961,1.0
VEGFC,0.013556221,18.706968,0.9891840319263961,1.0
KRTAP5-10,0.013556221,17.894331,0.9891840319263961,1.0
RP11-48G14.1,0.013556221,18.478285,0.9891840319263961,1.0
RP11-380I10.4,0.013556221,18.064556,0.9891840319263961,1.0
CTB-178M22.2,0.013556221,17.552593,0.9891840319263961,1.0
FBXW10,0.013556221,17.924482,0.9891840319263961,1.0
ZNF157,0.013556221,18.243835,0.9891840319263961,1.0
RP11-484D2.2,0.013556221,17.10554,0.9891840319263961,1.0
KCNC4-AS1,0.013556221,18.661346,0.9891840319263961,1.0
RP11-744K17.1,0.013556221,18.320166,0.9891840319263961,1.0
MRAP2,0.013556221,18.189962,0.9891840319263961,1.0
LL22NC03-32F9.1,0.013556221,18.78724,0.9891840319263961,1.0
RP11-373N22.3,0.013556221,18.676664,0.9891840319263961,1.0
AC011298.2,0.013556221,18.483955,0.9891840319263961,1.0
MLK7-AS1,0.013556221,18.798525,0.9891840319263961,1.0
RP11-459F6.3,0.013556221,17.861183,0.9891840319263961,1.0
FUT9,0.013556221,17.961828,0.9891840319263961,1.0
RP4-633O19__A.1,0.013556221,17.92951,0.9891840319263961,1.0
OPRD1,0.013556221,18.241846,0.9891840319263961,1.0
MGAT4C,0.013556221,18.52088,0.9891840319263961,1.0
KCNMA1-AS1,0.013556221,18.61208,0.9891840319263961,1.0
RP11-61A14.1,0.013556221,16.723043,0.9891840319263961,1.0
LINC01214,0.013556221,17.200277,0.9891840319263961,1.0
LINC01305,0.013556221,17.69319,0.9891840319263961,1.0
PBK,0.013556221,17.855923,0.9891840319263961,1.0
AC105402.4,0.013556221,18.169962,0.9891840319263961,1.0
KCNMB2-AS1,0.013556221,18.694157,0.9891840319263961,1.0
GOLGA6L22,0.013556221,19.14594,0.9891840319263961,1.0
RP11-50C13.1,0.013556221,19.057302,0.9891840319263961,1.0
GPR63,0.013556221,18.142612,0.9891840319263961,1.0
ZBTB12,0.013556221,18.327076,0.9891840319263961,1.0
COL13A1,0.013556221,18.538412,0.9891840319263961,1.0
RP11-354P11.8,0.013556221,18.903374,0.9891840319263961,1.0
TVP23C-CDRT4,0.013556221,18.175598,0.9891840319263961,1.0
DPH6-AS1,0.013556221,18.156136,0.9891840319263961,1.0
RP11-184D12.1,0.013556221,18.24849,0.9891840319263961,1.0
LINC01073,0.013556221,18.227032,0.9891840319263961,1.0
CLDN2,0.013556221,18.058538,0.9891840319263961,1.0
AP000593.7,0.013556221,18.221481,0.9891840319263961,1.0
RP11-167H9.4,0.013556221,18.441309,0.9891840319263961,1.0
AC007405.6,0.013556221,18.886751,0.9891840319263961,1.0
PPT2-EGFL8,0.013556221,18.221481,0.9891840319263961,1.0
C4A,0.013556221,18.19028,0.9891840319263961,1.0
JAKMIP2-AS1,0.013556221,16.750149,0.9891840319263961,1.0
RP11-63M22.2,0.013556221,18.257683,0.9891840319263961,1.0
GABRB3,0.013556221,18.986368,0.9891840319263961,1.0
XXbac-BPG154L12.5,0.013556221,18.806662,0.9891840319263961,1.0
RP11-15L13.4,0.013556221,18.565777,0.9891840319263961,1.0
RP11-227H15.4,0.013556221,18.456871,0.9891840319263961,1.0
AP001063.1,0.013556221,18.514399,0.9891840319263961,1.0
RP11-403P17.5,0.013556221,18.194576,0.9891840319263961,1.0
CTA-286B10.8,0.013556221,18.166842,0.9891840319263961,1.0
RP11-219A15.5,0.013556221,17.985767,0.9891840319263961,1.0
LL22NC01-81G9.3,0.013556221,18.280888,0.9891840319263961,1.0
SCARA5,0.013556221,17.60671,0.9891840319263961,1.0
RP11-87F15.2,0.013556221,17.495619,0.9891840319263961,1.0
ADRA1A,0.013556221,18.305243,0.9891840319263961,1.0
DLX1,0.013556221,17.78245,0.9891840319263961,1.0
DIAPH2-AS1,0.013556221,17.80234,0.9891840319263961,1.0
RP11-192H23.5,0.013556221,17.656473,0.9891840319263961,1.0
RP11-20B24.6,0.013556221,18.405846,0.9891840319263961,1.0
SCGB1C2,0.013556221,19.118551,0.9891840319263961,1.0
SOGA3,0.013556221,17.04644,0.9891840319263961,1.0
RP11-356C4.5,0.013556221,18.364616,0.9891840319263961,1.0
PTGFR,0.013556221,18.967983,0.9891840319263961,1.0
FGF17,0.013556221,18.80966,0.9891840319263961,1.0
AC097713.4,0.013556221,18.93407,0.9891840319263961,1.0
FANCD2OS,0.013556221,18.695383,0.9891840319263961,1.0
RP11-1149O23.2,0.013556221,18.73103,0.9891840319263961,1.0
AC022007.5,0.013556221,18.029432,0.9891840319263961,1.0
AL122127.25,0.013556221,18.133629,0.9891840319263961,1.0
SAMD7,0.013556221,18.850603,0.9891840319263961,1.0
RP5-1029F21.2,0.013556221,17.747255,0.9891840319263961,1.0
PDE6C,0.013556221,18.655657,0.9891840319263961,1.0
RP11-672A2.5,0.013556221,17.485228,0.9891840319263961,1.0
RP5-1029F21.4,0.013556221,17.679129,0.9891840319263961,1.0
RP11-676J12.7,0.013556221,18.549751,0.9891840319263961,1.0
RP11-73M7.9,0.013556221,18.938402,0.9891840319263961,1.0
IGSF11,0.013556221,17.434963,0.9891840319263961,1.0
LINC01281,0.013556221,18.917542,0.9891840319263961,1.0
RP11-292E2.1,0.013556221,18.758242,0.9891840319263961,1.0
FNDC7,0.013556221,18.659683,0.9891840319263961,1.0
RCOR2,0.013556221,18.224417,0.9891840319263961,1.0
ADRA1B,0.013556221,18.433702,0.9891840319263961,1.0
RP11-582J16.3,0.013556221,18.918453,0.9891840319263961,1.0
AC005618.6,0.013556221,18.807207,0.9891840319263961,1.0
CH17-224D4.1,0.013556221,17.895464,0.9891840319263961,1.0
RP11-212I21.5,0.013556221,17.92268,0.9891840319263961,1.0
AC009022.1,0.013556221,18.1226,0.9891840319263961,1.0
RP13-476E20.1,0.013556221,18.486597,0.9891840319263961,1.0
RP11-296I10.3,0.013556221,18.707712,0.9891840319263961,1.0
MLIP,0.013556221,19.217077,0.9891840319263961,1.0
CTD-2363C16.1,0.013556221,18.899193,0.9891840319263961,1.0
RP11-348F1.2,0.013556221,18.180159,0.9891840319263961,1.0
AC099552.2,0.013556221,18.07436,0.9891840319263961,1.0
RP4-651E10.4,0.013556221,18.403002,0.9891840319263961,1.0
RP5-1172N10.2,0.013556221,18.64343,0.9891840319263961,1.0
RP11-10O22.1,0.013556221,18.470234,0.9891840319263961,1.0
RP11-418B12.1,0.013556221,18.260706,0.9891840319263961,1.0
MYL1,0.013556221,18.892065,0.9891840319263961,1.0
CH17-224D4.2,0.013556221,17.661839,0.9891840319263961,1.0
GCM1,0.013556221,19.165464,0.9891840319263961,1.0
RP11-380O24.1,0.013556221,18.529507,0.9891840319263961,1.0
PCDHB15,0.013556221,17.855923,0.9891840319263961,1.0
WI2-85898F10.2,0.013556221,18.792597,0.9891840319263961,1.0
B3GNT6,0.013556221,17.956408,0.9891840319263961,1.0
RTN4RL1,0.013556221,18.0103,0.9891840319263961,1.0
RP11-69I8.2,0.013556221,18.81267,0.9891840319263961,1.0
CTAGE9,0.013556221,18.47184,0.9891840319263961,1.0
ENPP3,0.013556221,18.330635,0.9891840319263961,1.0
RP5-1142A6.2,0.013556221,17.78245,0.9891840319263961,1.0
RP5-1142A6.9,0.013556221,18.272028,0.9891840319263961,1.0
C3orf80,0.013556221,18.393381,0.9891840319263961,1.0
IQCJ-SCHIP1,0.013556221,17.956408,0.9891840319263961,1.0
RP11-366H4.3,0.013556221,18.614582,0.9891840319263961,1.0
RP11-69I8.3,0.013556221,17.830173,0.9891840319263961,1.0
SALL1,0.013556221,17.78245,0.9891840319263961,1.0
TRPV5,0.013556221,17.626476,0.9891840319263961,1.0
KLK3,0.013556221,19.124943,0.9891840319263961,1.0
GNAT2,0.013556221,17.990229,0.9891840319263961,1.0
AP005273.1,0.013556221,18.596058,0.9891840319263961,1.0
PQLC2L,0.013556221,18.455482,0.9891840319263961,1.0
RP4-536B24.3,0.013556221,18.872137,0.9891840319263961,1.0
AGAP14P,0.013556221,18.219366,0.9891840319263961,1.0
RP11-297L17.2,0.013556221,18.660397,0.9891840319263961,1.0
RP11-278A23.1,0.013556221,18.77264,0.9891840319263961,1.0
HAND2,0.013556221,18.711191,0.9891840319263961,1.0
RGPD4,0.013556221,18.761889,0.9891840319263961,1.0
PCDHA9,0.013556221,19.272402,0.9891840319263961,1.0
CATIP-AS2,0.013556221,17.507593,0.9891840319263961,1.0
HRASLS5,0.013556221,18.677387,0.9891840319263961,1.0
TMSB15A,0.013556221,18.892952,0.9891840319263961,1.0
SSPO,0.013556221,18.647179,0.9891840319263961,1.0
AC098820.2,0.013556221,18.166842,0.9891840319263961,1.0
WNT11,0.013556221,18.490267,0.9891840319263961,1.0
CYP26A1,0.013556221,18.557087,0.9891840319263961,1.0
PERM1,0.013556221,18.905172,0.9891840319263961,1.0
SLC22A10,0.013556221,18.043337,0.9891840319263961,1.0
KLK7,0.013556221,17.909254,0.9891840319263961,1.0
C7orf34,0.013556221,18.116749,0.9891840319263961,1.0
IL17A,0.013556221,18.282085,0.9891840319263961,1.0
RAB40AL,0.013556221,18.07697,0.9891840319263961,1.0
KLK10,0.013556221,18.330635,0.9891840319263961,1.0
RP13-1039J1.2,0.013556221,17.603882,0.9891840319263961,1.0
DPEP1,0.013556221,18.4417,0.9891840319263961,1.0
C10orf53,0.013556221,18.616863,0.9891840319263961,1.0
KEL,0.013556221,17.974209,0.9891840319263961,1.0
RP11-644F5.16,0.013556221,18.93253,0.9891840319263961,1.0
KSR2,0.013556221,17.74748,0.9891840319263961,1.0
TCEAL2,0.013556221,18.111372,0.9891840319263961,1.0
SFTPC,0.013556221,18.5719,0.9891840319263961,1.0
RP11-96B5.3,0.013556221,18.946182,0.9891840319263961,1.0
TMEM244,0.013556221,17.508533,0.9891840319263961,1.0
WDR72,0.013556221,17.603882,0.9891840319263961,1.0
AP000640.10,0.013556221,17.525091,0.9891840319263961,1.0
AC092614.2,0.013556221,17.95601,0.9891840319263961,1.0
RP11-378E13.4,0.013556221,18.926079,0.9891840319263961,1.0
HCG24,0.013556221,18.844652,0.9891840319263961,1.0
MS4A3,0.013556221,19.118551,0.9891840319263961,1.0
JMJD7,0.013556221,17.04644,0.9891840319263961,1.0
RP4-798A10.4,0.013556221,18.775015,0.9891840319263961,1.0
RP5-919F19.5,0.013556221,18.872137,0.9891840319263961,1.0
EHD4-AS1,0.013556221,18.11645,0.9891840319263961,1.0
CTC-281F24.5,0.013556221,18.557087,0.9891840319263961,1.0
RP11-1109F11.3,0.013556221,18.8034,0.9891840319263961,1.0
AC034187.2,0.013556221,19.0205,0.9891840319263961,1.0
MTMR7,0.013556221,17.747255,0.9891840319263961,1.0
GALNT4,0.013556221,18.19028,0.9891840319263961,1.0
RP11-34C15.2,0.013556221,18.376225,0.9891840319263961,1.0
RP11-521O16.2,0.013556221,19.02422,0.9891840319263961,1.0
AC093590.1,0.013556221,18.179056,0.9891840319263961,1.0
CHRDL1,0.013556221,18.728245,0.9891840319263961,1.0
CTD-2206N4.2,0.013556221,18.690977,0.9891840319263961,1.0
RP5-947P14.1,0.013556221,16.970581,0.9891840319263961,1.0
ARL5C,0.013556221,18.623503,0.9891840319263961,1.0
AP000318.2,0.013556221,18.043196,0.9891840319263961,1.0
AC010976.2,0.013556221,18.623274,0.9891840319263961,1.0
SEC62-AS1,0.013556221,18.964157,0.9891840319263961,1.0
RP11-186B7.7,0.013556221,18.25718,0.9891840319263961,1.0
RIMS1,0.013556221,17.139683,0.9891840319263961,1.0
CTD-3194G12.2,0.013556221,18.352032,0.9891840319263961,1.0
LINC00702,0.013556221,17.796726,0.9891840319263961,1.0
LINC00332,0.013556221,17.429008,0.9891840319263961,1.0
AC138035.2,0.013556221,19.013777,0.9891840319263961,1.0
RP11-134K13.4,0.013556221,18.252827,0.9891840319263961,1.0
SOX30,0.013556221,18.870977,0.9891840319263961,1.0
CTB-186H2.3,0.013556221,18.850035,0.9891840319263961,1.0
LINC01307,0.013556221,18.253494,0.9891840319263961,1.0
GS1-72M22.1,0.013556221,18.476067,0.9891840319263961,1.0
AC106801.1,0.013556221,18.94806,0.9891840319263961,1.0
AC007319.1,0.013556221,17.986036,0.9891840319263961,1.0
CTD-2562J17.2,0.013556221,19.311716,0.9891840319263961,1.0
IGHV3-41,0.013556221,18.341736,0.9891840319263961,1.0
KCNJ11,0.013556221,18.391693,0.9891840319263961,1.0
LHFPL1,0.013556221,18.190758,0.9891840319263961,1.0
CTB-33G10.11,0.013556221,18.240192,0.9891840319263961,1.0
RP11-697E22.2,0.013556221,19.056252,0.9891840319263961,1.0
LINC01366,0.013556221,18.71443,0.9891840319263961,1.0
COL11A2,0.013556221,18.41232,0.9891840319263961,1.0
RP11-647K16.1,0.013556221,17.818375,0.9891840319263961,1.0
RP11-362K14.6,0.013556221,17.89496,0.9891840319263961,1.0
BEND6,0.013556221,19.111458,0.9891840319263961,1.0
RP11-179A10.1,0.013556221,18.268637,0.9891840319263961,1.0
RP11-685M7.3,0.013556221,18.750212,0.9891840319263961,1.0
AADAT,0.013556221,19.184214,0.9891840319263961,1.0
RP11-567I13.1,0.013556221,19.214151,0.9891840319263961,1.0
GPR1,0.013556221,19.136719,0.9891840319263961,1.0
RP11-65B7.2,0.013556221,18.393757,0.9891840319263961,1.0
AC003958.2,0.013556221,18.027477,0.9891840319263961,1.0
FETUB,0.013556221,18.704247,0.9891840319263961,1.0
TRAPPC3L,0.013556221,18.917542,0.9891840319263961,1.0
RP11-881M11.2,0.013556221,18.048857,0.9891840319263961,1.0
AC007879.6,0.013556221,18.090528,0.9891840319263961,1.0
AC007879.5,0.013556221,18.95371,0.9891840319263961,1.0
CTD-2036P10.6,0.013556221,18.632032,0.9891840319263961,1.0
RP4-620F22.2,0.013556221,18.77185,0.9891840319263961,1.0
SLC16A8,0.013556221,18.922106,0.9891840319263961,1.0
RP11-667K14.5,0.013556221,18.37142,0.9891840319263961,1.0
RP1-59D14.1,0.013556221,19.072151,0.9891840319263961,1.0
RP11-810P12.5,0.013556221,18.62799,0.9891840319263961,1.0
LINC01140,0.013556221,18.056112,0.9891840319263961,1.0
IGHV6-1,0.013556221,17.833889,0.9891840319263961,1.0
RP11-388P9.2,0.013556221,18.222296,0.9891840319263961,1.0
RP11-864I4.4,0.013556221,18.541824,0.9891840319263961,1.0
RP11-314A20.5,0.013556221,18.322111,0.9891840319263961,1.0
LPAR4,0.013556221,17.798126,0.9891840319263961,1.0
RP1-90G24.11,0.013556221,18.005491,0.9891840319263961,1.0
RP5-1182A14.5,0.013556221,18.135906,0.9891840319263961,1.0
LINC01149,0.013556221,18.204979,0.9891840319263961,1.0
EBF2,0.013556221,17.956144,0.9891840319263961,1.0
IGHVII-30-1,0.013556221,17.603882,0.9891840319263961,1.0
DDX39B-AS1,0.013556221,18.448965,0.9891840319263961,1.0
AC079354.3,0.013556221,17.91346,0.9891840319263961,1.0
RP11-96C23.15,0.013556221,18.29603,0.9891840319263961,1.0
UXT-AS1,0.013556221,19.19069,0.9891840319263961,1.0
GJD4,0.013556221,17.494967,0.9891840319263961,1.0
HAS3,0.013556221,18.436817,0.9891840319263961,1.0
LINC00547,0.013556221,18.148588,0.9891840319263961,1.0
RP11-387H17.6,0.013556221,16.723043,0.9891840319263961,1.0
ASPA,0.013556221,17.56548,0.9891840319263961,1.0
PNMT,0.013556221,17.485228,0.9891840319263961,1.0
CTC-479C5.6,0.013556221,16.910833,0.9891840319263961,1.0
HES5,0.013556221,18.426723,0.9891840319263961,1.0
TKTL2,0.013556221,19.122305,0.9891840319263961,1.0
GAL3ST1,0.013556221,18.278666,0.9891840319263961,1.0
LINC00427,0.013556221,18.21223,0.9891840319263961,1.0
MT1B,0.013556221,18.260706,0.9891840319263961,1.0
IGHV2-26,0.013556221,18.533102,0.9891840319263961,1.0
CYP7A1,0.013556221,18.319637,0.9891840319263961,1.0
TTTY10,0.013556221,19.19926,0.9891840319263961,1.0
RP11-234K24.6,0.013556221,17.893827,0.9891840319263961,1.0
LINC00943,0.013556221,18.338503,0.9891840319263961,1.0
TLDC2,0.013556221,18.13895,0.9891840319263961,1.0
RP11-230G5.2,0.013556221,18.283283,0.9891840319263961,1.0
CTD-3220F14.1,0.013556221,19.15292,0.9891840319263961,1.0
TAF1L,0.013556221,18.124256,0.9891840319263961,1.0
LINC00882,0.013556221,18.920887,0.9891840319263961,1.0
RP3-467K16.7,0.013556221,18.156136,0.9891840319263961,1.0
CDHR4,0.013556221,18.409458,0.9891840319263961,1.0
CTC-454I21.3,0.013556221,17.658575,0.9891840319263961,1.0
RP11-11N7.5,0.013556221,18.43409,0.9891840319263961,1.0
BSN-AS2,0.013556221,18.939022,0.9891840319263961,1.0
AMIGO3,0.013556221,17.764679,0.9891840319263961,1.0
RP11-340I6.8,0.013556221,18.542679,0.9891840319263961,1.0
RP11-517A5.7,0.013556221,18.409458,0.9891840319263961,1.0
RP5-1125A11.6,0.013556221,17.236715,0.9891840319263961,1.0
U52111.14,0.013556221,18.784302,0.9891840319263961,1.0
ACBD7,0.013556221,18.29603,0.9891840319263961,1.0
RP1-122K4.3,0.013556221,18.879417,0.9891840319263961,1.0
A2ML1-AS2,0.013556221,18.833975,0.9891840319263961,1.0
PZP,0.013556221,18.096554,0.9891840319263961,1.0
RP11-65G9.1,0.013556221,18.351307,0.9891840319263961,1.0
TMPRSS11E,0.013556221,18.262558,0.9891840319263961,1.0
RP11-159N11.3,0.013556221,18.48558,0.9891840319263961,1.0
RP11-923I11.3,0.013556221,19.025913,0.9891840319263961,1.0
MIR193BHG,0.013556221,18.221481,0.9891840319263961,1.0
CTD-2308N23.2,0.013556221,19.054852,0.9891840319263961,1.0
RP11-629G13.1,0.013556221,18.127272,0.9891840319263961,1.0
PTCHD2,0.013556221,18.576073,0.9891840319263961,1.0
CA14,0.013556221,19.145555,0.9891840319263961,1.0
RP11-525J21.1,0.013556221,18.528028,0.9891840319263961,1.0
RP11-177F11.1,0.013556221,18.576073,0.9891840319263961,1.0
RP11-69H7.3,0.013556221,17.835571,0.9891840319263961,1.0
TMPRSS5,0.013556221,18.780579,0.9891840319263961,1.0
FOCAD-AS1,0.013556221,17.50609,0.9891840319263961,1.0
RP11-575F12.2,0.013556221,18.12682,0.9891840319263961,1.0
RP11-383I23.2,0.013556221,17.949827,0.9891840319263961,1.0
RP11-774D14.1,0.013556221,18.379562,0.9891840319263961,1.0
C20orf203,0.013556221,18.795826,0.9891840319263961,1.0
